"TOA5","CR1000_PZ07","CR1000","E4521","CR1000.Std.32.05","CPU:pz07.CR1","1842","Horario"
"TIMESTAMP","RECORD","Nivel_m","Temp_C","Batt_V"
"2025-09-21 11:00:00",4555,12.552,14.2,12.7
"2025-09-21 12:00:00",4556,12.524,14.4,12.7
"2025-09-21 13:00:00",4557,12.501,14.6,12.7
"2025-09-21 14:00:00",4558,12.460,14.7,12.7
"2025-09-21 15:00:00",4559,12.438,14.4,12.7
"2025-09-21 16:00:00",4560,12.471,14.5,12.7
"2025-09-21 17:00:00",4561,12.443,14.6,12.7
"2025-09-21 18:00:00",4562,12.441,14.1,12.7
"2025-09-21 19:00:00",4563,12.428,14.3,12.7
"2025-09-21 20:00:00",4564,12.414,14.6,12.7
"2025-09-21 21:00:00",4565,12.401,14.7,12.7
"2025-09-21 22:00:00",4566,12.396,14.6,12.7
"2025-09-21 23:00:00",4567,12.394,14.4,12.7
