id;fecha;tipo_elem;intensidad;ocupacion;vmed
1003;01/09/2025 03:00:00;M30;332;15,26;87,40
1004;01/09/2025 03:00:00;M30;293;13,42;-1,00
1005;01/09/2025 03:00:00;M30;303;16,27;89,40
1006;01/09/2025 03:00:00;M30;412;16,06;86,00
1007;01/09/2025 03:00:00;M30;369;14,15;80,40
1008;01/09/2025 03:00:00;URB;115;14,38;86,50
1009;01/09/2025 03:00:00;M30;337;16,67;83,30
1010;01/09/2025 03:00:00;URB;126;15,88;-1,00
1011;01/09/2025 03:00:00;URB;106;12,27;89,80
1012;01/09/2025 03:00:00;M30;321;17,54;83,50
1013;01/09/2025 03:00:00;URB;123;16,48;84,80
1014;01/09/2025 03:00:00;URB;105;9,47;87,80
1015;01/09/2025 03:00:00;M30;294;14,84;90,90
1016;01/09/2025 03:00:00;URB;125;14,69;87,30
1017;01/09/2025 03:00:00;URB;108;15,79;86,90
1018;01/09/2025 03:00:00;URB;118;12,69;91,20
1019;01/09/2025 03:00:00;M30;325;16,21;88,00
1020;01/09/2025 03:00:00;URB;130;15,91;86,50
1021;01/09/2025 03:00:00;M30;352;15,96;80,10
1022;01/09/2025 03:00:00;URB;110;15,37;85,20
1023;01/09/2025 03:00:00;URB;109;19,69;82,00
1024;01/09/2025 03:00:00;URB;106;13,73;94,30
1025;01/09/2025 03:00:00;M30;356;20,91;83,40
1026;01/09/2025 03:00:00;URB;108;12,75;82,20
1027;01/09/2025 03:00:00;M30;332;15,96;-1,00
1028;01/09/2025 03:00:00;URB;128;19,03;79,40
1029;01/09/2025 03:00:00;URB;123;21,87;80,10
1030;01/09/2025 03:00:00;URB;133;15,36;85,90
1001;01/09/2025 04:00:00;M30;342;14,46;-1,00
1002;01/09/2025 04:00:00;URB;98;10,21;89,00
1003;01/09/2025 04:00:00;M30;371;20,49;82,80
1004;01/09/2025 04:00:00;M30;342;18,21;-1,00
1005;01/09/2025 04:00:00;M30;336;8,64;96,80
1006;01/09/2025 04:00:00;M30;429;18,45;91,30
1007;01/09/2025 04:00:00;M30;324;18,31;78,30
1008;01/09/2025 04:00:00;URB;116;10,70;94,00
1009;01/09/2025 04:00:00;M30;337;22,14;80,90
1010;01/09/2025 04:00:00;URB;133;14,77;86,40
1011;01/09/2025 04:00:00;URB;119;18,34;80,00
1012;01/09/2025 04:00:00;M30;362;8,44;88,70
1013;01/09/2025 04:00:00;URB;130;24,34;85,10
1014;01/09/2025 04:00:00;URB;132;16,26;81,40
1015;01/09/2025 04:00:00;M30;302;16,77;-1,00
1016;01/09/2025 04:00:00;URB;125;16,76;84,20
1017;01/09/2025 04:00:00;URB;127;18,09;88,90
1018;01/09/2025 04:00:00;URB;142;16,97;86,70
1019;01/09/2025 04:00:00;M30;311;8,62;83,90
1020;01/09/2025 04:00:00;URB;142;21,37;80,30
1021;01/09/2025 04:00:00;M30;392;16,99;84,60
1022;01/09/2025 04:00:00;URB;154;20,11;-1,00
1023;01/09/2025 04:00:00;URB;142;23,36;78,80
1024;01/09/2025 04:00:00;URB;140;19,77;84,30
1025;01/09/2025 04:00:00;M30;340;12,01;89,10
1026;01/09/2025 04:00:00;URB;132;17,56;83,60
1027;01/09/2025 04:00:00;M30;343;13,18;86,10
1028;01/09/2025 04:00:00;URB;121;16,15;86,60
1029;01/09/2025 04:00:00;URB;117;17,21;-1,00
1030;01/09/2025 04:00:00;URB;135;19,90;84,30
1001;01/09/2025 05:00:00;M30;447;20,31;85,00
1002;01/09/2025 05:00:00;URB;163;17,84;84,00
1003;01/09/2025 05:00:00;M30;460;17,40;85,10
1004;01/09/2025 05:00:00;M30;432;18,60;-1,00
1005;01/09/2025 05:00:00;M30;473;19,14;92,80
1006;01/09/2025 05:00:00;M30;392;20,34;81,90
1007;01/09/2025 05:00:00;M30;463;23,26;86,40
1008;01/09/2025 05:00:00;URB;171;22,80;81,40
1009;01/09/2025 05:00:00;M30;435;18,77;85,50
1010;01/09/2025 05:00:00;URB;165;26,22;81,50
1011;01/09/2025 05:00:00;URB;152;19,76;79,60
1012;01/09/2025 05:00:00;M30;515;24,06;-1,00
1013;01/09/2025 05:00:00;URB;164;18,19;90,30
1014;01/09/2025 05:00:00;URB;166;21,12;79,40
1015;01/09/2025 05:00:00;M30;411;14,98;84,60
1016;01/09/2025 05:00:00;URB;155;14,53;79,00
1017;01/09/2025 05:00:00;URB;147;15,26;82,20
1018;01/09/2025 05:00:00;URB;195;33,14;76,90
1019;01/09/2025 05:00:00;M30;452;14,43;82,80
1020;01/09/2025 05:00:00;URB;171;18,79;85,50
1021;01/09/2025 05:00:00;M30;425;16,43;90,00
1022;01/09/2025 05:00:00;URB;169;25,06;81,70
1023;01/09/2025 05:00:00;URB;167;26,11;73,50
1024;01/09/2025 05:00:00;URB;137;16,20;81,50
1025;01/09/2025 05:00:00;M30;400;18,40;90,60
1026;01/09/2025 05:00:00;URB;156;18,16;81,30
1027;01/09/2025 05:00:00;M30;362;18,19;74,20
1028;01/09/2025 05:00:00;URB;160;22,87;86,90
1029;01/09/2025 05:00:00;URB;134;16,46;88,70
1030;01/09/2025 05:00:00;URB;172;28,40;72,00
1001;01/09/2025 06:00:00;M30;542;27,06;78,50
1002;01/09/2025 06:00:00;URB;229;24,86;80,70
1003;01/09/2025 06:00:00;M30;517;16,42;85,40
1004;01/09/2025 06:00:00;M30;666;38,88;69,80
1005;01/09/2025 06:00:00;M30;596;28,51;84,90
1006;01/09/2025 06:00:00;M30;640;27,84;71,70
1007;01/09/2025 06:00:00;M30;610;38,70;71,60
1008;01/09/2025 06:00:00;URB;232;24,24;84,80
1009;01/09/2025 06:00:00;M30;609;30,92;76,30
1010;01/09/2025 06:00:00;URB;166;27,66;87,60
1011;01/09/2025 06:00:00;URB;201;26,92;70,90
1012;01/09/2025 06:00:00;M30;506;21,16;87,60
1013;01/09/2025 06:00:00;URB;235;29,96;77,10
1014;01/09/2025 06:00:00;URB;205;26,05;84,50
1015;01/09/2025 06:00:00;M30;592;35,85;67,20
1016;01/09/2025 06:00:00;URB;194;24,59;84,10
1017;01/09/2025 06:00:00;URB;206;24,83;80,50
1018;01/09/2025 06:00:00;URB;192;26,18;84,50
1019;01/09/2025 06:00:00;M30;649;27,72;79,80
1020;01/09/2025 06:00:00;URB;200;29,60;-1,00
1021;01/09/2025 06:00:00;M30;587;23,12;76,10
1022;01/09/2025 06:00:00;URB;195;20,50;86,40
1023;01/09/2025 06:00:00;URB;230;24,68;81,50
1024;01/09/2025 06:00:00;URB;237;34,60;74,10
1025;01/09/2025 06:00:00;M30;487;21,81;81,30
1026;01/09/2025 06:00:00;URB;244;25,96;80,10
1027;01/09/2025 06:00:00;M30;599;21,35;82,10
1028;01/09/2025 06:00:00;URB;181;26,10;80,70
1029;01/09/2025 06:00:00;URB;219;19,02;76,10
1030;01/09/2025 06:00:00;URB;219;26,34;82,30
1001;01/09/2025 07:00:00;M30;731;29,25;77,10
1002;01/09/2025 07:00:00;URB;233;23,16;88,20
1003;01/09/2025 07:00:00;M30;679;19,42;87,40
1004;01/09/2025 07:00:00;M30;714;25,04;79,60
1005;01/09/2025 07:00:00;M30;793;29,58;73,60
1006;01/09/2025 07:00:00;M30;733;38,90;69,00
1007;01/09/2025 07:00:00;M30;727;34,20;75,50
1008;01/09/2025 07:00:00;URB;313;34,86;78,90
1009;01/09/2025 07:00:00;M30;718;29,36;78,70
1010;01/09/2025 07:00:00;URB;221;33,43;77,20
1011;01/09/2025 07:00:00;URB;296;41,96;75,50
1012;01/09/2025 07:00:00;M30;811;43,27;73,80
1013;01/09/2025 07:00:00;URB;274;56,57;68,90
1014;01/09/2025 07:00:00;URB;237;28,90;69,00
1015;01/09/2025 07:00:00;M30;734;38,06;77,30
1016;01/09/2025 07:00:00;URB;245;24,55;-1,00
1017;01/09/2025 07:00:00;URB;258;39,69;64,40
1018;01/09/2025 07:00:00;URB;333;56,40;61,90
1019;01/09/2025 07:00:00;M30;727;24,17;85,80
1020;01/09/2025 07:00:00;URB;265;38,10;73,20
1021;01/09/2025 07:00:00;M30;727;39,74;-1,00
1022;01/09/2025 07:00:00;URB;260;38,86;79,40
1023;01/09/2025 07:00:00;URB;265;34,31;71,10
1024;01/09/2025 07:00:00;URB;292;40,42;69,90
1025;01/09/2025 07:00:00;M30;740;38,22;70,60
1026;01/09/2025 07:00:00;URB;266;27,91;80,10
1027;01/09/2025 07:00:00;M30;715;33,80;75,90
1028;01/09/2025 07:00:00;URB;269;32,36;77,00
1029;01/09/2025 07:00:00;URB;297;42,74;66,90
1030;01/09/2025 07:00:00;URB;271;32,56;77,20
1001;01/09/2025 08:00:00;M30;777;36,36;-1,00
1002;01/09/2025 08:00:00;URB;291;28,38;79,50
1003;01/09/2025 08:00:00;M30;904;28,58;76,60
1004;01/09/2025 08:00:00;M30;704;32,79;74,20
1005;01/09/2025 08:00:00;M30;865;32,88;78,70
1006;01/09/2025 08:00:00;M30;932;43,83;70,70
1007;01/09/2025 08:00:00;M30;846;38,54;74,90
1008;01/09/2025 08:00:00;URB;258;28,75;77,30
1009;01/09/2025 08:00:00;M30;925;41,15;74,10
1010;01/09/2025 08:00:00;URB;311;62,01;69,80
1011;01/09/2025 08:00:00;URB;357;30,40;78,50
1012;01/09/2025 08:00:00;M30;790;33,77;78,00
1013;01/09/2025 08:00:00;URB;326;44,95;66,20
1014;01/09/2025 08:00:00;URB;294;46,23;71,80
1015;01/09/2025 08:00:00;M30;839;53,64;-1,00
1016;01/09/2025 08:00:00;URB;300;43,28;64,10
1017;01/09/2025 08:00:00;URB;344;28,53;80,30
1018;01/09/2025 08:00:00;URB;285;38,73;73,20
1019;01/09/2025 08:00:00;M30;1.052;52,36;63,20
1020;01/09/2025 08:00:00;URB;288;37,83;79,70
1021;01/09/2025 08:00:00;M30;833;35,12;-1,00
1022;01/09/2025 08:00:00;URB;279;39,23;75,50
1023;01/09/2025 08:00:00;URB;323;37,16;78,00
1024;01/09/2025 08:00:00;URB;348;52,18;60,00
1025;01/09/2025 08:00:00;M30;1.048;47,59;-1,00
1026;01/09/2025 08:00:00;URB;328;36,32;70,20
1027;01/09/2025 08:00:00;M30;826;39,48;75,80
1028;01/09/2025 08:00:00;URB;348;54,16;66,80
1029;01/09/2025 08:00:00;URB;319;52,58;69,20
1030;01/09/2025 08:00:00;URB;304;48,61;73,30
1001;01/09/2025 09:00:00;M30;1.043;58,87;62,40
1002;01/09/2025 09:00:00;URB;309;38,41;75,70
1003;01/09/2025 09:00:00;M30;911;52,91;60,30
1004;01/09/2025 09:00:00;M30;812;40,12;80,20
1005;01/09/2025 09:00:00;M30;981;47,84;72,00
1006;01/09/2025 09:00:00;M30;795;38,38;73,00
1007;01/09/2025 09:00:00;M30;923;37,46;68,00
1008;01/09/2025 09:00:00;URB;279;39,35;70,50
1009;01/09/2025 09:00:00;M30;877;34,69;80,60
1010;01/09/2025 09:00:00;URB;317;25,76;81,40
1011;01/09/2025 09:00:00;URB;373;47,40;70,50
1012;01/09/2025 09:00:00;M30;867;42,69;68,40
1013;01/09/2025 09:00:00;URB;263;45,78;-1,00
1014;01/09/2025 09:00:00;URB;287;36,40;74,40
1015;01/09/2025 09:00:00;M30;871;40,90;75,80
1016;01/09/2025 09:00:00;URB;335;29,98;79,50
1017;01/09/2025 09:00:00;URB;305;40,48;76,00
1018;01/09/2025 09:00:00;URB;275;28,74;86,10
1019;01/09/2025 09:00:00;M30;983;27,55;82,50
1020;01/09/2025 09:00:00;URB;308;35,37;81,60
1021;01/09/2025 09:00:00;M30;901;41,88;70,40
1022;01/09/2025 09:00:00;URB;362;39,06;75,70
1023;01/09/2025 09:00:00;URB;363;38,76;75,50
1024;01/09/2025 09:00:00;URB;258;40,50;81,50
1025;01/09/2025 09:00:00;M30;986;66,92;57,70
1026;01/09/2025 09:00:00;URB;262;29,02;77,10
1027;01/09/2025 09:00:00;M30;698;30,78;84,80
1028;01/09/2025 09:00:00;URB;327;43,81;73,30
1029;01/09/2025 09:00:00;URB;291;34,34;78,20
1030;01/09/2025 09:00:00;URB;346;47,15;62,00
1001;01/09/2025 10:00:00;M30;706;37,17;74,00
1002;01/09/2025 10:00:00;URB;330;55,14;63,80
1003;01/09/2025 10:00:00;M30;917;42,94;66,00
1004;01/09/2025 10:00:00;M30;619;24,33;81,70
1005;01/09/2025 10:00:00;M30;829;21,10;82,60
1006;01/09/2025 10:00:00;M30;738;29,94;79,10
1007;01/09/2025 10:00:00;M30;665;32,09;79,90
1008;01/09/2025 10:00:00;URB;292;38,44;76,40
1009;01/09/2025 10:00:00;M30;682;24,63;80,70
1010;01/09/2025 10:00:00;URB;267;19,27;76,80
1011;01/09/2025 10:00:00;URB;274;36,34;76,60
1012;01/09/2025 10:00:00;M30;694;41,53;-1,00
1013;01/09/2025 10:00:00;URB;263;38,91;69,70
1014;01/09/2025 10:00:00;URB;253;40,47;77,20
1015;01/09/2025 10:00:00;M30;824;39,38;73,60
1016;01/09/2025 10:00:00;URB;257;39,40;75,30
1017;01/09/2025 10:00:00;URB;254;27,12;-1,00
1018;01/09/2025 10:00:00;URB;215;27,46;-1,00
1019;01/09/2025 10:00:00;M30;884;39,16;66,70
1020;01/09/2025 10:00:00;URB;269;42,51;70,40
1021;01/09/2025 10:00:00;M30;834;33,48;83,30
1022;01/09/2025 10:00:00;URB;230;22,06;88,70
1023;01/09/2025 10:00:00;URB;254;20,21;78,90
1024;01/09/2025 10:00:00;URB;272;31,79;79,60
1025;01/09/2025 10:00:00;M30;651;23,56;84,10
1026;01/09/2025 10:00:00;URB;298;42,38;73,90
1027;01/09/2025 10:00:00;M30;730;25,78;83,60
1028;01/09/2025 10:00:00;URB;238;25,64;79,50
1029;01/09/2025 10:00:00;URB;297;32,99;75,30
1030;01/09/2025 10:00:00;URB;274;33,59;75,10
1001;01/09/2025 11:00:00;M30;560;22,33;-1,00
1002;01/09/2025 11:00:00;URB;231;24,51;79,20
1003;01/09/2025 11:00:00;M30;599;24,54;88,00
1004;01/09/2025 11:00:00;M30;577;26,04;78,40
1005;01/09/2025 11:00:00;M30;617;34,31;76,80
1006;01/09/2025 11:00:00;M30;600;33,79;73,40
1007;01/09/2025 11:00:00;M30;532;23,18;82,00
1008;01/09/2025 11:00:00;URB;187;21,82;81,90
1009;01/09/2025 11:00:00;M30;602;20,50;-1,00
1010;01/09/2025 11:00:00;URB;221;19,46;93,00
1011;01/09/2025 11:00:00;URB;197;17,63;91,40
1012;01/09/2025 11:00:00;M30;529;28,54;78,70
1013;01/09/2025 11:00:00;URB;227;26,26;83,80
1014;01/09/2025 11:00:00;URB;222;32,29;78,90
1015;01/09/2025 11:00:00;M30;622;29,40;84,00
1016;01/09/2025 11:00:00;URB;201;24,97;78,80
1017;01/09/2025 11:00:00;URB;186;26,00;77,90
1018;01/09/2025 11:00:00;URB;173;21,83;87,00
1019;01/09/2025 11:00:00;M30;588;25,58;-1,00
1020;01/09/2025 11:00:00;URB;210;21,40;82,40
1021;01/09/2025 11:00:00;M30;589;20,02;86,70
1022;01/09/2025 11:00:00;URB;222;31,18;74,00
1023;01/09/2025 11:00:00;URB;190;26,27;82,90
1024;01/09/2025 11:00:00;URB;220;31,68;78,00
1025;01/09/2025 11:00:00;M30;595;20,93;88,00
1026;01/09/2025 11:00:00;URB;202;23,82;83,70
1027;01/09/2025 11:00:00;M30;640;20,70;85,90
1028;01/09/2025 11:00:00;URB;236;31,57;86,20
1029;01/09/2025 11:00:00;URB;231;28,82;76,10
1030;01/09/2025 11:00:00;URB;203;26,79;77,10
1001;01/09/2025 12:00:00;M30;418;16,37;-1,00
1002;01/09/2025 12:00:00;URB;152;23,21;82,20
1003;01/09/2025 12:00:00;M30;430;19,09;78,40
1004;01/09/2025 12:00:00;M30;437;19,78;79,20
1005;01/09/2025 12:00:00;M30;372;18,53;86,20
1006;01/09/2025 12:00:00;M30;444;22,45;86,10
1007;01/09/2025 12:00:00;M30;410;15,56;85,10
1008;01/09/2025 12:00:00;URB;152;27,68;73,10
1009;01/09/2025 12:00:00;M30;455;16,65;-1,00
1010;01/09/2025 12:00:00;URB;177;19,45;88,60
1011;01/09/2025 12:00:00;URB;157;23,97;88,30
1012;01/09/2025 12:00:00;M30;453;26,87;89,40
1013;01/09/2025 12:00:00;URB;160;26,24;79,20
1014;01/09/2025 12:00:00;URB;133;17,88;94,00
1015;01/09/2025 12:00:00;M30;460;24,28;80,20
1016;01/09/2025 12:00:00;URB;175;17,54;80,40
1017;01/09/2025 12:00:00;URB;167;21,96;83,40
1018;01/09/2025 12:00:00;URB;177;31,04;73,90
1019;01/09/2025 12:00:00;M30;428;19,16;87,10
1020;01/09/2025 12:00:00;URB;183;17,07;88,50
1021;01/09/2025 12:00:00;M30;512;20,78;87,60
1022;01/09/2025 12:00:00;URB;159;24,99;82,90
1023;01/09/2025 12:00:00;URB;163;18,21;-1,00
1024;01/09/2025 12:00:00;URB;142;17,62;84,90
1025;01/09/2025 12:00:00;M30;463;23,77;74,00
1026;01/09/2025 12:00:00;URB;159;22,60;86,10
1027;01/09/2025 12:00:00;M30;518;22,40;86,40
1028;01/09/2025 12:00:00;URB;137;13,35;87,50
1029;01/09/2025 12:00:00;URB;165;24,71;75,70
1030;01/09/2025 12:00:00;URB;169;22,00;81,30
1001;01/09/2025 13:00:00;M30;345;19,97;83,90
1002;01/09/2025 13:00:00;URB;144;17,74;90,10
1003;01/09/2025 13:00:00;M30;343;18,87;95,30
1004;01/09/2025 13:00:00;M30;345;16,11;92,10
1005;01/09/2025 13:00:00;M30;374;15,01;81,60
1006;01/09/2025 13:00:00;M30;396;14,97;-1,00
1007;01/09/2025 13:00:00;M30;386;23,49;83,60
1008;01/09/2025 13:00:00;URB;155;13,36;88,40
1009;01/09/2025 13:00:00;M30;356;19,59;87,60
1010;01/09/2025 13:00:00;URB;131;13,62;89,90
1011;01/09/2025 13:00:00;URB;117;12,40;87,20
1012;01/09/2025 13:00:00;M30;345;20,05;80,90
1013;01/09/2025 13:00:00;URB;134;20,19;88,10
1014;01/09/2025 13:00:00;URB;132;18,68;82,40
1015;01/09/2025 13:00:00;M30;357;14,68;78,90
1016;01/09/2025 13:00:00;URB;131;14,76;93,30
1017;01/09/2025 13:00:00;URB;138;13,86;89,00
1018;01/09/2025 13:00:00;URB;126;12,58;89,90
1019;01/09/2025 13:00:00;M30;436;19,69;87,00
1020;01/09/2025 13:00:00;URB;137;18,46;89,20
1021;01/09/2025 13:00:00;M30;347;18,11;91,70
1022;01/09/2025 13:00:00;URB;136;18,47;87,80
1023;01/09/2025 13:00:00;URB;138;17,22;80,30
1024;01/09/2025 13:00:00;URB;125;16,39;79,70
1025;01/09/2025 13:00:00;M30;352;12,87;79,50
1026;01/09/2025 13:00:00;URB;133;18,59;85,30
1027;01/09/2025 13:00:00;M30;359;18,31;85,40
1028;01/09/2025 13:00:00;URB;151;21,36;81,70
1029;01/09/2025 13:00:00;URB;132;20,45;81,50
1030;01/09/2025 13:00:00;URB;147;20,12;88,50
1001;01/09/2025 14:00:00;M30;410;15,19;86,10
1002;01/09/2025 14:00:00;URB;142;17,58;81,20
1003;01/09/2025 14:00:00;M30;417;15,90;82,90
1004;01/09/2025 14:00:00;M30;420;20,35;80,70
1005;01/09/2025 14:00:00;M30;399;15,15;87,20
1006;01/09/2025 14:00:00;M30;341;12,76;90,10
1007;01/09/2025 14:00:00;M30;336;17,73;81,30
1008;01/09/2025 14:00:00;URB;113;19,05;86,70
1009;01/09/2025 14:00:00;M30;383;15,40;85,50
1010;01/09/2025 14:00:00;URB;138;18,76;85,60
1011;01/09/2025 14:00:00;URB;131;19,46;80,10
1012;01/09/2025 14:00:00;M30;411;15,36;84,20
1013;01/09/2025 14:00:00;URB;152;19,75;84,50
1014;01/09/2025 14:00:00;URB;132;14,19;92,30
1015;01/09/2025 14:00:00;M30;427;26,94;-1,00
1016;01/09/2025 14:00:00;URB;141;11,19;89,70
1017;01/09/2025 14:00:00;URB;109;13,97;93,40
1018;01/09/2025 14:00:00;URB;141;16,91;79,30
1019;01/09/2025 14:00:00;M30;411;17,31;94,10
1020;01/09/2025 14:00:00;URB;131;15,47;88,40
1021;01/09/2025 14:00:00;M30;379;20,30;89,20
1022;01/09/2025 14:00:00;URB;120;18,48;85,30
1023;01/09/2025 14:00:00;URB;117;15,36;82,10
1024;01/09/2025 14:00:00;URB;158;22,24;82,60
1025;01/09/2025 14:00:00;M30;372;19,89;77,70
1026;01/09/2025 14:00:00;URB;145;16,95;79,60
1027;01/09/2025 14:00:00;M30;380;17,64;-1,00
1028;01/09/2025 14:00:00;URB;130;20,57;-1,00
1029;01/09/2025 14:00:00;URB;163;17,53;88,60
1030;01/09/2025 14:00:00;URB;118;17,61;-1,00
1001;01/09/2025 15:00:00;M30;373;16,08;88,60
1002;01/09/2025 15:00:00;URB;173;29,21;79,30
1003;01/09/2025 15:00:00;M30;496;24,56;82,80
1004;01/09/2025 15:00:00;M30;527;28,96;-1,00
1005;01/09/2025 15:00:00;M30;433;15,27;86,30
1006;01/09/2025 15:00:00;M30;502;26,18;71,20
1007;01/09/2025 15:00:00;M30;466;21,13;77,40
1008;01/09/2025 15:00:00;URB;183;23,93;80,20
1009;01/09/2025 15:00:00;M30;441;19,10;84,70
1010;01/09/2025 15:00:00;URB;184;19,32;89,90
1011;01/09/2025 15:00:00;URB;176;21,12;85,80
1012;01/09/2025 15:00:00;M30;474;24,38;-1,00
1013;01/09/2025 15:00:00;URB;191;19,55;85,70
1014;01/09/2025 15:00:00;URB;174;21,28;78,40
1015;01/09/2025 15:00:00;M30;436;20,14;80,50
1016;01/09/2025 15:00:00;URB;131;16,95;92,30
1017;01/09/2025 15:00:00;URB;155;29,36;76,60
1018;01/09/2025 15:00:00;URB;163;20,55;78,00
1019;01/09/2025 15:00:00;M30;459;26,33;86,30
1020;01/09/2025 15:00:00;URB;165;22,72;82,90
1021;01/09/2025 15:00:00;M30;519;21,75;80,30
1022;01/09/2025 15:00:00;URB;152;19,19;84,50
1023;01/09/2025 15:00:00;URB;162;16,91;86,90
1024;01/09/2025 15:00:00;URB;171;17,04;80,70
1025;01/09/2025 15:00:00;M30;439;18,94;82,80
1026;01/09/2025 15:00:00;URB;171;16,68;86,30
1027;01/09/2025 15:00:00;M30;538;18,88;-1,00
1028;01/09/2025 15:00:00;URB;194;26,38;79,60
