"TOA5","CR1000_PZ07","CR1000","E4521","CR1000.Std.32.05","CPU:pz07.CR1","1842","Horario"
"TIMESTAMP","RECORD","Nivel_m","Temp_C","Batt_V"
2025-09-21 17:00:00,4561,13.555,14.1,12.8
2025-09-21 18:00:00,4562,13.556,14.1,12.75
2025-09-21 19:00:00,4563,13.556,14.3,12.79
2025-09-21 20:00:00,4564,13.558,14.2,12.81
2025-09-21 21:00:00,4565,13.558,14.3,12.72
2025-09-21 22:00:00,4566,13.554,14.2,12.74
2025-09-21 23:00:00,4567,13.56,13.9,12.77
2025-09-22 00:00:00,4568,13.561,14.2,12.74
2025-09-22 01:00:00,4569,13.563,14.3,12.72
2025-09-22 02:00:00,4570,13.563,14.2,12.74
2025-09-22 03:00:00,4571,13.563,14.2,12.75
2025-09-22 04:00:00,4572,13.564,14.2,12.79
2025-09-22 05:00:00,4573,13.562,14.1,12.76
2025-09-22 06:00:00,4574,13.565,14.3,12.76
2025-09-22 07:00:00,4575,13.568,14.3,12.75
2025-09-22 08:00:00,4576,13.567,14.3,12.72
2025-09-22 09:00:00,4577,13.566,14.1,12.76
2025-09-22 10:00:00,4578,13.559,14.4,12.76
2025-09-22 11:00:00,4579,13.559,14.4,12.85
2025-09-22 12:00:00,4580,13.559,14.0,12.75
2025-09-22 13:00:00,4581,13.557,14.3,12.76
2025-09-22 14:00:00,4582,13.56,13.9,12.74
2025-09-22 15:00:00,4583,13.556,14.4,12.76
2025-09-22 16:00:00,4584,13.556,14.3,12.74
2025-09-22 17:00:00,4585,13.554,14.2,12.73
2025-09-22 18:00:00,4586,13.549,14.2,12.7
2025-09-22 19:00:00,4587,13.548,14.4,12.73
2025-09-22 20:00:00,4588,13.547,14.3,12.69
2025-09-22 21:00:00,4589,13.543,14.2,12.76
2025-09-22 22:00:00,4590,13.543,14.3,12.75
2025-09-22 23:00:00,4591,13.54,14.3,12.73
2025-09-23 00:00:00,4592,13.541,14.3,12.74
2025-09-23 01:00:00,4593,13.541,14.5,12.71
2025-09-23 02:00:00,4594,13.538,14.4,12.71
2025-09-23 03:00:00,4595,13.536,14.4,12.7
2025-09-23 04:00:00,4596,13.53,14.3,12.74
2025-09-23 05:00:00,4597,13.529,14.5,12.74
2025-09-23 06:00:00,4598,13.526,14.4,12.7
2025-09-23 07:00:00,4599,13.52,14.3,12.75
2025-09-23 08:00:00,4600,13.521,14.6,12.74
2025-09-23 09:00:00,4601,13.517,14.5,12.73
2025-09-23 10:00:00,4602,13.516,14.9,12.8
2025-09-23 11:00:00,4603,13.514,14.7,12.74
2025-09-23 12:00:00,4604,13.508,14.6,12.77
2025-09-23 13:00:00,4605,13.503,14.5,12.74
2025-09-23 14:00:00,4606,13.5,14.6,12.73
2025-09-23 15:00:00,4607,13.493,14.5,12.73
2025-09-23 16:00:00,4608,13.493,14.5,12.74
2025-09-23 17:00:00,4609,13.489,14.5,12.75
2025-09-23 18:00:00,4610,13.488,14.6,12.72
2025-09-23 19:00:00,4611,13.482,14.6,12.73
2025-09-23 20:00:00,4612,13.476,14.8,12.71
2025-09-23 21:00:00,4613,13.473,14.7,12.71
2025-09-23 22:00:00,4614,13.469,14.4,12.79
2025-09-23 23:00:00,4615,13.465,14.5,12.73
2025-09-24 00:00:00,4616,13.466,14.7,12.72
2025-09-24 01:00:00,4617,13.465,14.4,12.7
2025-09-24 02:00:00,4618,13.459,14.8,12.74
2025-09-24 03:00:00,4619,13.453,14.9,12.71
2025-09-24 04:00:00,4620,13.448,14.8,12.75
2025-09-24 05:00:00,4621,13.444,14.7,12.76
2025-09-24 06:00:00,4622,13.439,14.9,12.77
2025-09-24 07:00:00,4623,13.44,14.5,12.72
2025-09-24 08:00:00,4624,13.437,15.0,12.69
2025-09-24 09:00:00,4625,13.433,14.8,12.7
2025-09-24 10:00:00,4626,13.432,14.8,12.69
2025-09-24 11:00:00,4627,13.424,14.8,12.67
2025-09-24 12:00:00,4628,13.418,14.9,12.73
2025-09-24 13:00:00,4629,13.415,14.9,12.71
2025-09-24 14:00:00,4630,13.413,14.7,12.73
2025-09-24 15:00:00,4631,13.407,14.7,12.71
2025-09-24 16:00:00,4632,13.402,14.9,12.68
2025-09-24 17:00:00,4633,13.4,15.0,12.71
2025-09-24 18:00:00,4634,13.397,14.9,12.7
2025-09-24 19:00:00,4635,13.391,14.7,12.78
2025-09-24 20:00:00,4636,13.387,14.8,12.71
2025-09-24 21:00:00,4637,13.386,14.9,12.74
2025-09-24 22:00:00,4638,13.375,14.8,12.68
2025-09-24 23:00:00,4639,13.375,15.1,12.73
2025-09-25 00:00:00,4640,13.379,14.8,12.72
2025-09-25 01:00:00,4641,13.37,14.9,12.73
2025-09-25 02:00:00,4642,13.368,14.9,12.74
2025-09-25 03:00:00,4643,13.363,14.7,12.69
2025-09-25 04:00:00,4644,13.361,14.8,12.7
2025-09-25 05:00:00,4645,13.357,14.9,12.71
2025-09-25 06:00:00,4646,13.356,14.7,12.75
2025-09-25 07:00:00,4647,13.351,15.1,12.66
2025-09-25 08:00:00,4648,13.35,15.3,12.68
2025-09-25 09:00:00,4649,13.339,14.8,12.73
2025-09-25 10:00:00,4650,13.331,15.0,12.69
2025-09-25 11:00:00,4651,13.328,15.0,12.68
2025-09-25 12:00:00,4652,13.312,15.0,12.7
2025-09-25 13:00:00,4653,13.308,15.2,12.69
2025-09-25 14:00:00,4654,13.304,15.0,12.64
2025-09-25 15:00:00,4655,13.297,15.0,12.73
2025-09-25 16:00:00,4656,13.293,14.7,12.71
2025-09-25 17:00:00,4657,13.291,14.8,12.7
2025-09-25 18:00:00,4658,13.288,15.1,12.72
2025-09-25 19:00:00,4659,13.281,14.9,12.69
2025-09-25 20:00:00,4660,13.277,15.2,12.67
2025-09-25 21:00:00,4661,13.271,15.0,12.72
2025-09-25 22:00:00,4662,13.27,15.0,12.69
2025-09-25 23:00:00,4663,13.268,15.0,12.63
2025-09-26 00:00:00,4664,13.261,15.5,12.69
2025-09-26 01:00:00,4665,13.254,15.1,12.7
2025-09-26 02:00:00,4666,13.25,15.1,12.72
2025-09-26 03:00:00,4667,13.237,15.3,12.68
2025-09-26 04:00:00,4668,13.238,15.1,12.7
2025-09-26 05:00:00,4669,13.235,15.3,12.68
2025-09-26 06:00:00,4670,13.233,15.2,12.66
2025-09-26 07:00:00,4671,13.224,15.0,12.63
2025-09-26 08:00:00,4672,13.22,15.3,12.68
2025-09-26 09:00:00,4673,13.214,15.2,12.63
2025-09-26 10:00:00,4674,13.204,15.3,12.72
2025-09-26 11:00:00,4675,13.196,15.1,12.72
2025-09-26 12:00:00,4676,13.188,15.2,12.65
2025-09-26 13:00:00,4677,13.18,15.4,12.7
2025-09-26 14:00:00,4678,13.173,15.1,12.66
2025-09-26 15:00:00,4679,13.167,15.4,12.69
2025-09-26 16:00:00,4680,13.158,15.2,12.72
2025-09-26 17:00:00,4681,13.152,15.3,12.71
2025-09-26 18:00:00,4682,13.14,15.2,12.65
2025-09-26 19:00:00,4683,13.136,15.2,12.71
2025-09-26 20:00:00,4684,13.131,15.5,12.67
2025-09-26 21:00:00,4685,13.119,15.2,12.65
2025-09-26 22:00:00,4686,13.109,15.4,12.63
2025-09-26 23:00:00,4687,13.102,15.3,12.6
2025-09-27 00:00:00,4688,13.09,15.1,12.65
2025-09-27 01:00:00,4689,13.082,15.2,12.69
2025-09-27 02:00:00,4690,13.076,15.3,12.68
2025-09-27 03:00:00,4691,13.067,15.2,12.62
2025-09-27 04:00:00,4692,13.062,15.2,12.75
2025-09-27 05:00:00,4693,13.054,15.3,12.65
2025-09-27 06:00:00,4694,13.051,15.3,12.57
2025-09-27 07:00:00,4695,13.043,15.5,12.71
2025-09-27 08:00:00,4696,13.036,15.2,12.66
2025-09-27 09:00:00,4697,13.037,15.1,12.7
2025-09-27 10:00:00,4698,13.028,15.2,12.71
2025-09-27 11:00:00,4699,13.019,15.5,12.65
2025-09-27 12:00:00,4700,13.012,15.5,12.63
2025-09-27 13:00:00,4701,13.006,15.3,12.66
2025-09-27 14:00:00,4702,13.002,15.5,12.63
2025-09-27 15:00:00,4703,12.995,15.4,12.69
2025-09-27 16:00:00,4704,12.988,15.7,12.68
2025-09-27 17:00:00,4705,12.98,15.5,12.61
2025-09-27 18:00:00,4706,12.972,15.4,12.64
2025-09-27 19:00:00,4707,12.959,15.3,12.62
2025-09-27 20:00:00,4708,12.948,15.6,12.64
2025-09-27 21:00:00,4709,12.941,15.2,12.63
2025-09-27 22:00:00,4710,12.94,15.6,12.6
2025-09-27 23:00:00,4711,12.93,15.7,12.66
2025-09-28 00:00:00,4712,12.918,15.5,12.68
2025-09-28 01:00:00,4713,12.906,15.6,12.68
2025-09-28 02:00:00,4714,12.9,15.4,12.63
2025-09-28 03:00:00,4715,12.89,15.4,12.66
2025-09-28 04:00:00,4716,12.886,15.4,12.66
2025-09-28 05:00:00,4717,12.882,15.4,12.68
2025-09-28 06:00:00,4718,12.874,16.0,12.64
2025-09-28 07:00:00,4719,12.87,15.5,12.69
2025-09-28 08:00:00,4720,12.862,15.5,12.67
2025-09-28 09:00:00,4721,12.856,15.5,12.65
2025-09-28 10:00:00,4722,12.844,15.6,12.68
2025-09-28 11:00:00,4723,12.83,15.4,12.62
2025-09-28 12:00:00,4724,12.824,15.5,12.67
2025-09-28 13:00:00,4725,12.817,15.5,12.62
2025-09-28 14:00:00,4726,12.807,15.8,12.6
2025-09-28 15:00:00,4727,12.798,15.4,12.59
2025-09-28 16:00:00,4728,12.792,16.0,12.62
2025-09-28 17:00:00,4729,12.782,15.6,12.63
2025-09-28 18:00:00,4730,12.777,15.6,12.67
2025-09-28 19:00:00,4731,12.771,15.7,12.69
2025-09-28 20:00:00,4732,12.765,15.7,12.62
2025-09-28 21:00:00,4733,12.755,15.7,12.66
2025-09-28 22:00:00,4734,12.744,15.5,12.65
2025-09-28 23:00:00,4735,12.73,15.4,12.66
2025-09-29 00:00:00,4736,12.723,15.8,12.63
2025-09-29 01:00:00,4737,12.716,15.7,12.65
2025-09-29 02:00:00,4738,12.71,15.7,12.56
2025-09-29 03:00:00,4739,12.705,15.8,12.64
2025-09-29 04:00:00,4740,12.703,15.6,12.66
2025-09-29 05:00:00,4741,12.698,15.5,12.61
2025-09-29 06:00:00,4742,12.693,15.7,12.63
2025-09-29 07:00:00,4743,12.684,15.6,12.62
2025-09-29 08:00:00,4744,12.679,15.4,12.64
2025-09-29 09:00:00,4745,12.671,15.8,12.71
2025-09-29 10:00:00,4746,12.658,15.4,12.66
2025-09-29 11:00:00,4747,12.648,15.7,12.61
2025-09-29 12:00:00,4748,12.644,15.8,12.65
2025-09-29 13:00:00,4749,12.635,15.4,12.62
2025-09-29 14:00:00,4750,12.629,15.6,12.62
2025-09-29 15:00:00,4751,12.62,15.6,12.65
2025-09-29 16:00:00,4752,12.609,16.0,12.62
2025-09-29 17:00:00,4753,12.599,16.0,12.63
2025-09-29 18:00:00,4754,12.591,15.7,12.61
2025-09-29 19:00:00,4755,12.582,15.8,12.56
2025-09-29 20:00:00,4756,12.57,15.7,12.64
2025-09-29 21:00:00,4757,12.561,15.6,12.63
2025-09-29 22:00:00,4758,12.554,15.5,12.62
2025-09-29 23:00:00,4759,12.543,15.9,12.61
2025-09-30 00:00:00,4760,12.535,15.5,12.57
2025-09-30 01:00:00,4761,12.518,15.5,12.62
2025-09-30 02:00:00,4762,12.505,15.7,12.55
2025-09-30 03:00:00,4763,12.496,15.7,12.63
2025-09-30 04:00:00,4764,12.489,15.7,12.65
2025-09-30 05:00:00,4765,12.479,15.8,12.6
2025-09-30 06:00:00,4766,12.471,15.9,12.59
2025-09-30 07:00:00,4767,12.464,15.6,12.61
2025-09-30 08:00:00,4768,12.461,15.6,12.59
2025-09-30 09:00:00,4769,12.46,15.5,12.59
2025-09-30 10:00:00,4770,12.455,15.4,12.58
2025-09-30 11:00:00,4771,12.448,15.5,12.63
2025-09-30 12:00:00,4772,12.438,16.0,12.6
2025-09-30 13:00:00,4773,12.43,15.4,12.59
2025-09-30 14:00:00,4774,12.416,15.9,12.59
2025-09-30 15:00:00,4775,12.412,15.8,12.58
2025-09-30 16:00:00,4776,12.407,15.8,12.55
2025-09-30 17:00:00,4777,12.398,15.9,12.64
2025-09-30 18:00:00,4778,12.389,15.9,12.61
2025-09-30 19:00:00,4779,12.379,15.7,12.56
2025-09-30 20:00:00,4780,12.372,15.6,12.61
2025-09-30 21:00:00,4781,12.363,15.7,12.6
2025-09-30 22:00:00,4782,12.356,15.7,12.6
2025-09-30 23:00:00,4783,12.342,15.4,12.6
2025-10-01 00:00:00,4784,12.328,15.6,12.61
2025-10-01 01:00:00,4785,12.321,15.7,12.6
2025-10-01 02:00:00,4786,12.316,15.7,12.59
2025-10-01 03:00:00,4787,12.305,15.6,12.61
2025-10-01 04:00:00,4788,12.295,15.7,12.64
2025-10-01 05:00:00,4789,12.287,15.9,12.62
2025-10-01 06:00:00,4790,12.28,15.4,12.61
2025-10-01 07:00:00,4791,12.274,15.8,12.57
2025-10-01 08:00:00,4792,12.26,15.6,12.6
2025-10-01 09:00:00,4793,12.252,15.5,12.61
2025-10-01 10:00:00,4794,12.24,15.6,12.57
2025-10-01 11:00:00,4795,12.224,15.6,12.64
2025-10-01 12:00:00,4796,12.212,15.9,12.63
2025-10-01 13:00:00,4797,12.199,15.5,12.6
2025-10-01 14:00:00,4798,12.191,15.7,12.61
2025-10-01 15:00:00,4799,12.18,15.8,12.58
2025-10-01 16:00:00,4800,12.175,15.3,12.6
2025-10-01 17:00:00,4801,12.162,15.5,12.6
2025-10-01 18:00:00,4802,12.159,15.9,12.58
2025-10-01 19:00:00,4803,12.152,15.6,12.58
2025-10-01 20:00:00,4804,12.145,15.8,12.58
2025-10-01 21:00:00,4805,12.14,15.7,12.58
2025-10-01 22:00:00,4806,12.13,15.9,12.55
2025-10-01 23:00:00,4807,12.122,15.6,12.55
2025-10-02 00:00:00,4808,12.114,15.8,12.56
2025-10-02 01:00:00,4809,12.1,15.6,12.6
2025-10-02 02:00:00,4810,12.094,15.9,12.55
2025-10-02 03:00:00,4811,12.088,15.5,12.59
2025-10-02 04:00:00,4812,12.076,15.5,12.56
2025-10-02 05:00:00,4813,12.063,15.6,12.58
2025-10-02 06:00:00,4814,12.053,15.4,12.58
2025-10-02 07:00:00,4815,12.041,15.4,12.57
2025-10-02 08:00:00,4816,12.03,15.6,12.52
2025-10-02 09:00:00,4817,12.028,15.7,12.6
2025-10-02 10:00:00,4818,12.018,15.3,12.61
2025-10-02 11:00:00,4819,12.01,15.8,12.59
2025-10-02 12:00:00,4820,12.003,15.9,12.6
2025-10-02 13:00:00,4821,11.993,15.5,12.57
2025-10-02 14:00:00,4822,11.986,15.5,12.55
2025-10-02 15:00:00,4823,11.974,15.8,12.53
2025-10-02 16:00:00,4824,11.969,15.9,12.58
2025-10-02 17:00:00,4825,11.963,15.7,12.56
2025-10-02 18:00:00,4826,11.957,15.3,12.55
2025-10-02 19:00:00,4827,11.948,15.9,12.58
2025-10-02 20:00:00,4828,11.94,15.6,12.57
2025-10-02 21:00:00,4829,11.931,15.7,12.56
2025-10-02 22:00:00,4830,11.929,15.6,12.5
2025-10-02 23:00:00,4831,11.925,15.7,12.51
2025-10-03 00:00:00,4832,11.918,15.6,12.58
2025-10-03 01:00:00,4833,11.914,15.4,12.53
2025-10-03 02:00:00,4834,11.908,15.5,12.57
2025-10-03 03:00:00,4835,11.903,15.6,12.55
2025-10-03 04:00:00,4836,11.899,15.6,12.57
2025-10-03 05:00:00,4837,11.889,15.5,12.58
2025-10-03 06:00:00,4838,11.881,15.8,12.5
2025-10-03 07:00:00,4839,11.873,15.6,12.64
2025-10-03 08:00:00,4840,11.87,15.5,12.6
2025-10-03 09:00:00,4841,11.863,15.5,12.52
2025-10-03 10:00:00,4842,11.854,15.6,12.58
2025-10-03 11:00:00,4843,11.846,15.4,12.56
2025-10-03 12:00:00,4844,11.842,15.6,12.54
2025-10-03 13:00:00,4845,11.833,15.3,12.56
2025-10-03 14:00:00,4846,11.824,15.2,12.49
2025-10-03 15:00:00,4847,11.816,15.5,12.54
2025-10-03 16:00:00,4848,11.817,15.6,12.52
2025-10-03 17:00:00,4849,11.809,15.6,12.53
2025-10-03 18:00:00,4850,11.806,15.4,12.59
2025-10-03 19:00:00,4851,11.801,15.5,12.56
2025-10-03 20:00:00,4852,11.795,15.7,12.49
2025-10-03 21:00:00,4853,11.792,15.4,12.58
2025-10-03 22:00:00,4854,11.789,15.5,12.55
2025-10-03 23:00:00,4855,11.784,15.5,12.53
2025-10-04 00:00:00,4856,11.779,15.5,12.47
2025-10-04 01:00:00,4857,11.775,15.5,12.55
2025-10-04 02:00:00,4858,11.768,15.7,12.53
2025-10-04 03:00:00,4859,11.762,15.5,12.53
2025-10-04 04:00:00,4860,11.756,15.4,12.48
2025-10-04 05:00:00,4861,11.747,15.6,12.46
2025-10-04 06:00:00,4862,11.747,15.5,12.5
2025-10-04 07:00:00,4863,11.74,15.5,12.6
2025-10-04 08:00:00,4864,11.734,15.2,12.52
2025-10-04 09:00:00,4865,11.732,15.5,12.55
2025-10-04 10:00:00,4866,11.727,15.5,12.54
2025-10-04 11:00:00,4867,11.724,15.3,12.53
2025-10-04 12:00:00,4868,11.719,15.8,12.5
2025-10-04 13:00:00,4869,11.716,15.4,12.55
2025-10-04 14:00:00,4870,11.707,15.3,12.47
2025-10-04 15:00:00,4871,11.703,15.4,12.55
2025-10-04 16:00:00,4872,11.693,15.5,12.5
2025-10-04 17:00:00,4873,11.691,15.3,12.58
2025-10-04 18:00:00,4874,11.685,15.4,12.54
2025-10-04 19:00:00,4875,11.679,15.5,12.51
2025-10-04 20:00:00,4876,11.673,15.3,12.53
2025-10-04 21:00:00,4877,11.671,15.4,12.52
2025-10-04 22:00:00,4878,11.661,15.3,12.49
2025-10-04 23:00:00,4879,11.66,15.3,12.52
2025-10-05 00:00:00,4880,11.658,15.2,12.54
2025-10-05 01:00:00,4881,11.652,15.0,12.56
2025-10-05 02:00:00,4882,11.652,15.4,12.52
2025-10-05 03:00:00,4883,11.647,15.3,12.5
2025-10-05 04:00:00,4884,11.644,15.3,12.45
2025-10-05 05:00:00,4885,11.639,15.3,12.45
2025-10-05 06:00:00,4886,11.636,15.3,12.53
2025-10-05 07:00:00,4887,11.634,15.3,12.5
2025-10-05 08:00:00,4888,11.628,15.2,12.47
2025-10-05 09:00:00,4889,11.624,15.3,12.49
2025-10-05 10:00:00,4890,11.617,15.2,12.52
2025-10-05 11:00:00,4891,11.611,15.2,12.48
